seq_name,class,AMP_probablity
uniprot_nonamp_103,0,1.31002153569426e-09
uniprot_nonamp_104,0,4.11828476052159e-13
uniprot_nonamp_105,0,8.1793307965801e-26
uniprot_nonamp_106,0,2.99079020510337e-18
uniprot_nonamp_107,0,1.07915280878057e-10
uniprot_nonamp_108,0,1.37178806876036e-25
uniprot_nonamp_109,0,2.10249904470534e-21
uniprot_nonamp_110,0,0.000237825443036854
uniprot_nonamp_111,0,3.55447264155373e-06
uniprot_nonamp_112,0,1.10628677945446e-23
uniprot_nonamp_113,0,2.17158221960112e-10
uniprot_nonamp_114,0,8.44353172875313e-21
uniprot_nonamp_115,0,3.78445374047716e-16
uniprot_nonamp_116,0,4.42898937080827e-07
uniprot_nonamp_117,0,1.49887745467135e-30
uniprot_nonamp_118,0,8.11761682179002e-14
uniprot_nonamp_119,0,4.80885053999458e-10
uniprot_nonamp_120,0,0.000816338579170406
uniprot_nonamp_121,0,6.82788794360345e-25
uniprot_nonamp_122,0,3.84076409565282e-10
uniprot_nonamp_123,0,5.85011411714303e-21
uniprot_nonamp_124,0,4.64069124326597e-21
uniprot_nonamp_125,0,3.73360347610602e-25
uniprot_nonamp_126,0,2.53605942159551e-21
uniprot_nonamp_127,0,5.96713154352147e-15
uniprot_nonamp_128,0,2.06664407809143e-10
uniprot_nonamp_129,0,1.69357930457359e-11
uniprot_nonamp_130,0,7.0924758850243e-14
uniprot_nonamp_131,0,2.80394194375016e-20
uniprot_nonamp_132,0,2.7867559182822e-25
uniprot_nonamp_133,0,3.42841079333496e-24
uniprot_nonamp_134,0,1.94110016948912e-09
uniprot_nonamp_135,0,4.54241356329835e-22
uniprot_nonamp_136,0,0.00245309341698885
uniprot_nonamp_137,0,2.81437349483973e-24
uniprot_nonamp_138,0,3.19706435804312e-12
uniprot_nonamp_139,0,1.0304289484538e-24
uniprot_nonamp_140,0,3.18701065971788e-13
uniprot_nonamp_141,0,2.80597029986285e-12
uniprot_nonamp_142,0,7.98865751665069e-21
uniprot_nonamp_143,0,1.50807185885166e-14
uniprot_nonamp_144,0,4.28375668271030e-11
uniprot_nonamp_145,0,7.41045826847612e-21
uniprot_nonamp_146,0,0.0816103965044022
uniprot_nonamp_147,0,8.0819066716753e-12
uniprot_nonamp_148,0,1.39037761957646e-21
uniprot_nonamp_149,0,4.03054244710668e-13
uniprot_nonamp_150,0,2.84316580695387e-11
uniprot_nonamp_151,0,5.8469579235666e-17
uniprot_nonamp_152,0,1.10651505319526e-11
uniprot_nonamp_153,0,1.59738392198562e-25
uniprot_nonamp_154,0,5.97603107168181e-25
uniprot_nonamp_155,0,6.39331119600683e-06
uniprot_nonamp_156,0,1.75980972016987e-07
uniprot_nonamp_157,0,1.83472976713083e-19
uniprot_nonamp_158,0,4.07111699810725e-26
uniprot_nonamp_159,0,4.12169381958094e-10
uniprot_nonamp_160,0,1.34833415429478e-23
uniprot_nonamp_161,0,4.88566525684991e-19
uniprot_nonamp_162,0,7.68642801592626e-21
uniprot_nonamp_163,0,7.88597936951518e-11
uniprot_nonamp_164,0,4.39848923211438e-17
uniprot_nonamp_165,0,2.62171848900566e-13
uniprot_nonamp_166,0,8.33502766806049e-10
uniprot_nonamp_167,0,2.52944198919636e-09
uniprot_nonamp_168,0,2.84643897265503e-14
uniprot_nonamp_169,0,3.02204000297107e-19
uniprot_nonamp_170,0,0.0235118120908737
uniprot_nonamp_171,1,0.568882346153259
uniprot_nonamp_172,0,2.01136312466543e-11
uniprot_nonamp_173,0,3.42681720673366e-12
uniprot_nonamp_174,0,2.34612045998333e-17
uniprot_nonamp_175,0,1.21448695284548e-13
uniprot_nonamp_176,0,1.50569672285883e-08
uniprot_nonamp_177,0,4.14508394038386e-18
uniprot_nonamp_178,0,3.99371407588851e-19
uniprot_nonamp_179,0,1.52144385978659e-09
uniprot_nonamp_180,0,4.30607366337162e-21
uniprot_nonamp_181,0,3.27724365657353e-14
uniprot_nonamp_182,0,3.47265016742426e-09
uniprot_nonamp_183,0,2.70651941424734e-21
uniprot_nonamp_184,0,0.0234404392540455
uniprot_nonamp_185,0,1.53825022164433e-10
uniprot_nonamp_186,0,1.67944325480278e-24
uniprot_nonamp_187,0,2.18691594671346e-25
uniprot_nonamp_188,0,2.4709107545245e-30
uniprot_nonamp_189,0,1.45559324142563e-12
uniprot_nonamp_190,0,3.03787101445718e-29
uniprot_nonamp_191,0,7.98373273513055e-26
uniprot_nonamp_192,0,2.4661796461179e-18
uniprot_nonamp_193,0,1.31110184673089e-27
uniprot_nonamp_194,0,2.0171181050221e-26
uniprot_nonamp_195,0,1.67637817519859e-23
uniprot_nonamp_196,0,3.4696196138384e-08
uniprot_nonamp_197,0,1.50623902679195e-20
uniprot_nonamp_198,0,1.07189893422334e-14
uniprot_nonamp_199,0,1.53043980861438e-17
uniprot_nonamp_200,0,1.71751484562277e-11
uniprot_nonamp_201,0,5.01525418417081e-11
uniprot_nonamp_202,0,3.04445215704163e-08
uniprot_nonamp_203,0,1.19623564699858e-16
uniprot_nonamp_204,0,1.02717647888588e-22
uniprot_nonamp_205,0,8.1144798969035e-06
uniprot_nonamp_206,0,1.53022554627569e-07
uniprot_nonamp_207,0,4.37034568893913e-15
uniprot_nonamp_208,0,3.23430633386579e-08
uniprot_nonamp_209,0,1.12735439039557e-10
uniprot_nonamp_210,0,4.39534076812009e-30
uniprot_nonamp_211,0,4.85211208742583e-23
uniprot_nonamp_212,0,3.95586558302186e-13
uniprot_nonamp_213,0,4.37932971545985e-20
uniprot_nonamp_214,0,1.52121018004436e-07
uniprot_nonamp_215,0,1.45621513979177e-12
uniprot_nonamp_216,0,1.32846910555484e-11
uniprot_nonamp_217,0,9.41378641547718e-24
uniprot_nonamp_218,0,2.11152209411496e-24
uniprot_nonamp_219,0,6.47883326329932e-25
uniprot_nonamp_220,0,2.57528969937332e-13
uniprot_nonamp_221,0,1.26822522949086e-28
uniprot_nonamp_222,0,9.40133882148152e-23
uniprot_nonamp_223,0,1.16871103728045e-06
uniprot_nonamp_224,0,3.68149741802881e-08
uniprot_nonamp_225,0,3.19433641050946e-14
uniprot_nonamp_226,0,1.14612199324044e-28
uniprot_nonamp_227,0,3.60269533133007e-20
uniprot_nonamp_228,0,4.04706791089168e-27
uniprot_nonamp_229,0,8.43995220933813e-11
uniprot_nonamp_230,0,8.01427904661978e-06
uniprot_nonamp_231,0,1.74896763383003e-06
uniprot_nonamp_232,0,3.91868508491665e-24
uniprot_nonamp_233,0,0.00238820211961865
uniprot_nonamp_234,0,3.9013113450892e-07
uniprot_nonamp_235,0,6.18047388441234e-13
uniprot_nonamp_236,0,1.64401281477211e-09
uniprot_nonamp_237,0,2.87969518023012e-14
uniprot_nonamp_238,0,1.64083649897339e-20
uniprot_nonamp_239,0,8.42013974361569e-23
uniprot_nonamp_240,0,1.04927480037986e-08
uniprot_nonamp_241,0,5.15576970006038e-10
uniprot_nonamp_242,1,0.972096800804138
uniprot_nonamp_243,0,5.03981088098705e-19
uniprot_nonamp_244,0,8.78081209521042e-06
uniprot_nonamp_245,0,4.23315430357119e-15
uniprot_nonamp_246,0,4.30461303537952e-13
uniprot_nonamp_247,0,4.11456323656453e-13
uniprot_nonamp_248,0,5.96051873744992e-20
uniprot_nonamp_249,0,1.68295189579834e-16
uniprot_nonamp_250,0,3.97660064993274e-17
uniprot_nonamp_251,0,3.50985694703568e-26
uniprot_nonamp_252,0,3.66685987129856e-11
uniprot_nonamp_253,0,0.000338312442181632
uniprot_nonamp_254,0,9.91405771727424e-21
uniprot_nonamp_255,0,1.13886452351997e-11
uniprot_nonamp_256,0,1.51553763091668e-25
uniprot_nonamp_257,0,3.48731555481778e-26
uniprot_nonamp_258,0,0.0012289744336158
uniprot_nonamp_259,0,1.9059369984624e-15
uniprot_nonamp_260,0,3.58910565859462e-18
uniprot_nonamp_261,0,2.22006180800038e-11
uniprot_nonamp_262,0,5.1910575447553e-13
uniprot_nonamp_263,0,8.88340367446089e-23
uniprot_nonamp_264,0,9.24781602407165e-07
uniprot_nonamp_265,0,1.1007720342876e-12
uniprot_nonamp_266,0,7.99226622778227e-18
uniprot_nonamp_267,0,8.94211149571333e-10
uniprot_nonamp_268,0,5.09968800398793e-18
uniprot_nonamp_269,0,9.30853093450423e-06
uniprot_nonamp_270,0,1.75369567756434e-08
uniprot_nonamp_271,0,2.4476031987867e-26
uniprot_nonamp_272,0,3.26661440952503e-11
uniprot_nonamp_273,0,2.21747331283077e-21
uniprot_nonamp_274,0,6.81124878720851e-11
uniprot_nonamp_275,0,4.20529047912747e-24
uniprot_nonamp_276,0,1.04193617289638e-07
uniprot_nonamp_277,0,0.00726271560415626
uniprot_nonamp_278,0,7.72091508722629e-17
uniprot_nonamp_279,0,1.37173307046043e-29
uniprot_nonamp_280,0,1.06237807440124e-09
uniprot_nonamp_281,0,0.288212895393372
uniprot_nonamp_282,0,4.7886983267631e-09
uniprot_nonamp_283,0,1.74233717731287e-11
uniprot_nonamp_284,0,7.87660443201173e-21
uniprot_nonamp_285,0,2.56643417628766e-09
uniprot_nonamp_286,0,0.0175425466150045
uniprot_nonamp_287,0,1.7880793166114e-05
uniprot_nonamp_288,0,3.20377242106934e-16
uniprot_nonamp_289,0,8.43546616715582e-25
uniprot_nonamp_290,0,4.26726959323886e-10
uniprot_nonamp_291,0,5.28138116196579e-24
uniprot_nonamp_292,0,6.67761526596995e-24
uniprot_nonamp_293,0,1.4412350978453e-13
uniprot_nonamp_294,0,2.19252038213969e-18
uniprot_nonamp_295,0,1.31063119760073e-28
uniprot_nonamp_296,0,6.69246052380095e-23
uniprot_nonamp_297,0,8.41445940702457e-11
uniprot_nonamp_298,0,4.89158185229684e-17
uniprot_nonamp_299,0,1.4161415720082e-06
uniprot_nonamp_300,0,0.00095175631577149
uniprot_nonamp_301,0,2.74589594013154e-18
uniprot_nonamp_302,0,5.71688217598787e-11
uniprot_nonamp_303,0,3.25481169793918e-10
uniprot_nonamp_304,0,1.42241395799467e-16
uniprot_nonamp_305,0,9.37327133770059e-14
uniprot_nonamp_306,0,3.56849256588398e-17
uniprot_nonamp_307,0,4.42359700920667e-16
uniprot_nonamp_308,0,7.92464553102516e-21
uniprot_nonamp_309,0,2.05105030182118e-10
uniprot_nonamp_310,0,7.41328713452292e-28
uniprot_nonamp_311,0,1.07728296769305e-11
uniprot_nonamp_312,0,1.06918326189115e-14
uniprot_nonamp_313,0,0.00248737679794431
uniprot_nonamp_314,0,7.26858488633297e-05
uniprot_nonamp_315,0,6.71247182278462e-18
uniprot_nonamp_316,0,7.2998141193906e-25
uniprot_nonamp_317,0,6.97395007591695e-05
uniprot_nonamp_318,0,5.80750829370924e-11
uniprot_nonamp_319,0,1.4180174033863e-35
uniprot_nonamp_320,0,4.47843483211059e-18
uniprot_nonamp_321,0,9.22618456370731e-23
uniprot_nonamp_322,0,8.81663765521255e-28
uniprot_nonamp_323,0,0.240186125040054
uniprot_nonamp_324,0,1.33846676528574e-19
uniprot_nonamp_325,0,1.69225337635037e-17
uniprot_nonamp_326,0,0.00467798672616482
uniprot_nonamp_327,0,6.73381529457971e-24
uniprot_nonamp_328,0,9.21911083308054e-16
uniprot_nonamp_329,0,2.80768026964797e-14
uniprot_nonamp_330,0,4.24685900218147e-20
uniprot_nonamp_331,0,2.09368346587787e-17
uniprot_nonamp_332,0,3.03844765556196e-31
uniprot_nonamp_333,0,6.30631964038147e-16
uniprot_nonamp_334,0,1.13242248762327e-15
uniprot_nonamp_335,0,2.15745326775419e-15
uniprot_nonamp_336,0,3.01750162634562e-07
uniprot_nonamp_337,0,3.38281453969081e-15
uniprot_nonamp_338,0,6.84162837494284e-10
uniprot_nonamp_339,0,3.69352456581453e-27
uniprot_nonamp_340,0,3.73651780636338e-21
uniprot_nonamp_341,0,1.25099902659187e-10
uniprot_nonamp_342,0,8.10517486460327e-11
uniprot_nonamp_343,0,1.06058334982679e-22
uniprot_nonamp_344,0,2.47660253416271e-10
uniprot_nonamp_345,0,1.49084859041304e-11
uniprot_nonamp_346,0,0.000188442980288528
uniprot_nonamp_347,0,4.21014023820059e-23
uniprot_nonamp_348,0,5.66388597952412e-18
uniprot_nonamp_349,0,3.52151329135669e-25
uniprot_nonamp_350,0,2.09170572335537e-15
uniprot_nonamp_351,0,1.49267853802249e-18
uniprot_nonamp_352,0,3.42530448449452e-10
uniprot_nonamp_353,0,1.1102938478292e-17
uniprot_nonamp_354,0,1.16278713727159e-26
uniprot_nonamp_355,0,1.05649988757506e-09
uniprot_nonamp_356,0,3.19024169061211e-12
uniprot_nonamp_357,0,2.03941093826213e-24
uniprot_nonamp_358,0,3.17528451722841e-19
uniprot_nonamp_359,0,8.24650355935717e-33
uniprot_nonamp_360,0,2.22981522135512e-10
uniprot_nonamp_361,0,1.53098511651443e-14
uniprot_nonamp_362,0,9.72069665294839e-06
uniprot_nonamp_363,0,0.00381722557358444
uniprot_nonamp_364,0,1.27327252530737e-19
uniprot_nonamp_365,0,1.014124561779e-13
uniprot_nonamp_366,0,2.33990127621042e-12
uniprot_nonamp_367,0,2.3239020539805e-20
uniprot_nonamp_368,0,9.27848890147425e-16
uniprot_nonamp_369,0,9.2577715343756e-16
uniprot_nonamp_370,0,5.50958454206829e-12
uniprot_nonamp_371,0,9.71231095547864e-10
uniprot_nonamp_372,0,3.73280736235621e-17
uniprot_nonamp_373,0,1.75885895188988e-18
uniprot_nonamp_374,0,3.44019123468712e-30
uniprot_nonamp_375,0,4.66619386274521e-16
uniprot_nonamp_376,0,2.9967841109183e-19
uniprot_nonamp_377,0,1.9383350177325e-18
uniprot_nonamp_378,0,7.05435623110651e-12
uniprot_nonamp_379,0,4.83767674170802e-16
uniprot_nonamp_380,0,0
uniprot_nonamp_381,0,0.000406754552386701
uniprot_nonamp_382,0,5.24373790286e-25
uniprot_nonamp_383,0,3.49476074664927e-18
uniprot_nonamp_384,0,3.06107271691794e-14
uniprot_nonamp_385,0,4.84596093883738e-05
uniprot_nonamp_386,0,8.62431327947281e-18
uniprot_nonamp_387,0,4.92972149598043e-17
uniprot_nonamp_388,0,9.21698071275233e-28
uniprot_nonamp_389,0,8.86889507696826e-19
uniprot_nonamp_390,0,0.0119557296857238
uniprot_nonamp_391,0,5.38062074895151e-08
uniprot_nonamp_392,0,4.57201661006316e-23
uniprot_nonamp_393,0,8.18903378054728e-20
uniprot_nonamp_394,0,2.42865108054673e-24
uniprot_nonamp_395,0,1.60479292320718e-17
uniprot_nonamp_396,0,5.90135605307296e-05
uniprot_nonamp_397,0,1.71932325147839e-12
uniprot_nonamp_398,0,6.7496926021704e-06
uniprot_nonamp_399,0,1.53379887534463e-19
uniprot_nonamp_400,0,1.04421354375772e-12
uniprot_nonamp_401,0,2.49699658905645e-15
uniprot_nonamp_402,1,0.999999165534973
uniprot_nonamp_403,0,1.00332634644928e-07
uniprot_nonamp_404,0,1.25786947895021e-23
uniprot_nonamp_405,0,1.21131501721653e-17
uniprot_nonamp_406,0,3.38159805479477e-17
uniprot_nonamp_407,0,1.08875156001886e-07
uniprot_nonamp_408,0,7.93475441601688e-12
uniprot_nonamp_409,0,3.27189698972671e-18
uniprot_nonamp_410,0,1.71736692612937e-19
uniprot_nonamp_411,0,1.43006137924253e-19
uniprot_nonamp_412,0,0.134999200701714
uniprot_nonamp_413,0,2.16825622794257e-20
uniprot_nonamp_414,0,1.06636408839929e-30
uniprot_nonamp_415,0,3.81713269933387e-13
uniprot_nonamp_416,0,1.10676891262873e-10
uniprot_nonamp_417,0,5.19139737622904e-23
uniprot_nonamp_418,0,1.10138525903636e-12
uniprot_nonamp_419,0,8.91182364449322e-13
uniprot_nonamp_420,0,3.42374022466174e-08
uniprot_nonamp_421,0,2.37196195485012e-06
uniprot_nonamp_422,0,1.64777942409677e-21
uniprot_nonamp_423,0,6.67722472630555e-19
uniprot_nonamp_424,0,2.29412391861139e-11
uniprot_nonamp_425,0,5.49761374285034e-17
uniprot_nonamp_426,0,9.2888661138693e-16
uniprot_nonamp_427,0,5.35719635319509e-10
uniprot_nonamp_428,0,0.00931754987686872
uniprot_nonamp_429,0,3.54762545893192e-20
uniprot_nonamp_430,0,1.01782231799155e-16
uniprot_nonamp_431,0,0.00595677504315972
uniprot_nonamp_432,0,2.83847623730798e-28
uniprot_nonamp_433,0,0.00188321270979941
uniprot_nonamp_434,0,4.50457076492578e-15
uniprot_nonamp_435,0,6.14904711149536e-27
uniprot_nonamp_436,0,0.0258421432226896
uniprot_nonamp_437,0,2.41780980815825e-15
uniprot_nonamp_438,0,0.0125550841912627
uniprot_nonamp_439,0,0.102824918925762
uniprot_nonamp_440,0,2.0481602525102e-11
uniprot_nonamp_441,0,1.39158500803323e-13
uniprot_nonamp_442,0,4.72278254576449e-16
uniprot_nonamp_443,0,6.13525766524677e-31
uniprot_nonamp_444,0,1.06155505257477e-14
uniprot_nonamp_445,0,2.76934590601539e-24
uniprot_nonamp_446,0,1.27916099309795e-15
uniprot_nonamp_447,0,1.05354183688178e-05
uniprot_nonamp_448,0,1.61241527942002e-12
uniprot_nonamp_449,0,6.19079407452651e-29
uniprot_nonamp_450,0,4.72171536895424e-14
uniprot_nonamp_451,0,0.00244809850119054
uniprot_nonamp_452,0,0.00609504897147417
uniprot_nonamp_453,0,1.20158010759042e-05
uniprot_nonamp_454,0,2.67138100495934e-26
uniprot_nonamp_455,0,1.73019087405088e-25
uniprot_nonamp_456,0,1.21097793251423e-13
uniprot_nonamp_457,0,1.05722119526525e-17
uniprot_nonamp_458,0,3.63236623002194e-08
uniprot_nonamp_459,0,0.0982461050152779
uniprot_nonamp_460,0,1.04036383674622e-10
uniprot_nonamp_461,0,1.12177117732124e-25
uniprot_nonamp_462,0,2.51175735603071e-22
uniprot_nonamp_463,0,8.58417820381874e-07
uniprot_nonamp_464,0,0.46955281496048
uniprot_nonamp_465,0,1.13385398292642e-10
uniprot_nonamp_466,0,3.8159112206492e-16
uniprot_nonamp_467,0,1.41774763260194e-19
uniprot_nonamp_468,0,5.29793027226333e-08
uniprot_nonamp_469,0,2.03450389868465e-09
uniprot_nonamp_470,0,6.23710262256091e-17
uniprot_nonamp_471,0,3.52000287713084e-21
uniprot_nonamp_472,0,2.94674571202358e-12
uniprot_nonamp_473,0,1.86253710812279e-17
uniprot_nonamp_474,0,3.3316928680818e-21
uniprot_nonamp_475,0,7.25043762635007e-19
uniprot_nonamp_476,0,0.00162087683565915
uniprot_nonamp_477,0,4.82826667715698e-19
uniprot_nonamp_478,0,1.06610749031057e-23
uniprot_nonamp_479,0,4.51202443463306e-12
uniprot_nonamp_480,0,1.03664843376094e-09
uniprot_nonamp_481,0,2.38948642375265e-30
uniprot_nonamp_482,0,1.06536134081292e-12
uniprot_nonamp_483,0,8.21073527988347e-29
uniprot_nonamp_484,0,2.38914776673482e-06
uniprot_nonamp_485,0,1.01585281402581e-29
uniprot_nonamp_486,0,7.86416179572591e-13
uniprot_nonamp_487,0,2.22574508370599e-05
uniprot_nonamp_488,0,1.04894604113781e-09
uniprot_nonamp_489,0,5.0421968683656e-11
uniprot_nonamp_490,0,1.01236205562235e-13
uniprot_nonamp_491,0,8.92187836143421e-06
uniprot_nonamp_492,0,1.27040266435409e-23
uniprot_nonamp_493,0,7.35180119689298e-23
uniprot_nonamp_494,0,1.37842889229647e-14
uniprot_nonamp_495,0,8.59672237367957e-14
uniprot_nonamp_496,0,8.84375651821756e-07
uniprot_nonamp_497,0,2.84203205999458e-19
uniprot_nonamp_498,0,1.24103780360773e-34
uniprot_nonamp_499,0,4.01513654621697e-16
uniprot_nonamp_500,0,6.36409738893945e-25
uniprot_nonamp_501,0,4.7203769781845e-09
uniprot_nonamp_502,0,1.84667058533705e-07
uniprot_nonamp_503,0,1.03907829895888e-07
uniprot_nonamp_504,0,5.9639205574058e-06
uniprot_nonamp_505,0,1.74614046366626e-14
uniprot_nonamp_506,0,6.47908027537027e-25
uniprot_nonamp_507,0,5.7435305487166e-29
uniprot_nonamp_508,0,1.72875149928586e-06
uniprot_nonamp_509,0,3.85817616862008e-27
uniprot_nonamp_510,0,1.33704025628845e-08
uniprot_nonamp_511,0,8.78216202319129e-21
uniprot_nonamp_512,0,6.32066697230091e-18
uniprot_nonamp_513,0,7.43257189128599e-09
uniprot_nonamp_514,0,1.38257180936486e-20
uniprot_nonamp_515,0,1.77295630672629e-20
uniprot_nonamp_516,0,4.87528073467303e-10
uniprot_nonamp_517,0,0.0165458898991346
uniprot_nonamp_518,0,8.00846057594438e-21
uniprot_nonamp_519,0,2.54673759229772e-25
uniprot_nonamp_520,0,2.96053219306781e-15
uniprot_nonamp_521,0,1.58285189399976e-08
uniprot_nonamp_522,0,4.77637733844791e-23
uniprot_nonamp_523,0,5.51286174498068e-24
uniprot_nonamp_524,0,2.34964921247648e-17
uniprot_nonamp_525,0,0.011556439101696
uniprot_nonamp_526,0,3.89320242710767e-11
uniprot_nonamp_527,0,8.24654336787842e-16
uniprot_nonamp_528,0,2.9695544650255e-25
uniprot_nonamp_529,0,6.28783336509287e-09
uniprot_nonamp_530,0,1.06092514329248e-07
uniprot_nonamp_531,0,2.70564595191017e-18
uniprot_nonamp_532,0,1.46145041043383e-29
uniprot_nonamp_533,0,6.29443275101949e-06
uniprot_nonamp_534,0,1.0343004175381e-16
uniprot_nonamp_535,0,1.22712181128276e-12
uniprot_nonamp_536,0,7.55867604292949e-14
uniprot_nonamp_537,0,3.72803042409942e-05
uniprot_nonamp_538,0,0.408774226903915
uniprot_nonamp_539,0,1.88592752953343e-20
uniprot_nonamp_540,0,1.10866187341307e-29
uniprot_nonamp_541,0,2.7582085948552e-08
uniprot_nonamp_542,0,1.04147390978989e-17
uniprot_nonamp_543,0,0.000411715969676152
uniprot_nonamp_544,0,1.90404465902942e-18
uniprot_nonamp_545,0,1.19173228085856e-06
uniprot_nonamp_546,0,8.08896569517992e-13
uniprot_nonamp_547,0,4.41474981571766e-11
uniprot_nonamp_548,0,1.19145584858168e-20
uniprot_nonamp_549,0,1.61502365978285e-14
uniprot_nonamp_550,0,9.42807573098079e-27
uniprot_nonamp_551,0,9.33772025746293e-06
uniprot_nonamp_552,0,4.96517990061047e-26
uniprot_nonamp_553,0,5.80250553287927e-29
uniprot_nonamp_554,0,1.08539525935008e-21
uniprot_nonamp_555,0,1.22334043002133e-20
uniprot_nonamp_556,0,1.44062232067963e-28
uniprot_nonamp_557,0,2.18314293001147e-15
uniprot_nonamp_558,0,0.0160538330674171
uniprot_nonamp_559,0,2.227368137791e-20
uniprot_nonamp_560,0,2.66453971543253e-20
uniprot_nonamp_561,0,1.49447100932932e-21
uniprot_nonamp_562,0,8.71809617067012e-31
uniprot_nonamp_563,0,2.89573391783123e-18
